,ID,0,1,2,3,4,5,C,X,LAST_STATUS,LAST_MONTH,COUNT_MONTHS,total_delay,C_RATING
152,5001905,12,0,0,0,0,0,42,2,C,0,54.0,12,BB
153,5001906,10,0,0,0,0,0,41,0,C,0,51.0,10,BB
154,5001907,3,0,0,0,0,0,0,2,X,0,3.0,3,CC
155,5001908,1,0,0,0,0,0,0,0,0,0,1.0,1,CC
156,5001909,1,0,0,0,0,0,0,0,0,0,1.0,1,CC
157,5001910,1,0,0,0,0,0,2,0,C,0,3.0,1,BB
158,5001911,1,0,0,0,0,0,4,0,C,0,5.0,1,BB
159,5001912,0,0,0,0,0,0,6,0,C,0,6.0,0,AA
160,5001913,0,0,0,0,0,0,10,1,C,0,10.0,0,AA
161,5001914,1,0,0,0,0,0,11,0,C,0,12.0,1,BB
162,5001915,1,0,0,0,0,0,0,10,X,0,1.0,1,CC
163,5001916,1,0,0,0,0,0,0,10,X,0,1.0,1,CC
164,5001917,1,0,0,0,0,0,0,10,X,0,1.0,1,CC
165,5001918,7,4,0,0,0,0,4,0,C,0,15.0,11,BB
166,5001919,5,0,0,0,0,0,15,0,C,0,20.0,5,BB
167,5001920,16,0,0,0,0,0,0,0,0,0,16.0,16,CC
168,5001921,8,0,0,0,0,0,8,4,C,0,16.0,8,BB
169,5001922,7,1,0,0,0,0,19,9,C,0,27.0,8,BB
170,5001923,7,3,0,0,0,0,38,0,C,0,48.0,10,BB
171,5001924,1,0,0,0,0,0,0,2,0,0,1.0,1,CC
172,5001925,1,0,0,0,0,0,0,2,X,0,1.0,1,CC
173,5001926,5,1,0,0,0,0,0,2,0,0,6.0,6,CC
174,5001927,22,2,0,0,0,0,0,23,0,0,24.0,24,CC
175,5001931,5,0,0,0,0,0,0,7,X,0,5.0,5,CC
176,5001932,24,0,0,0,0,0,0,7,X,0,24.0,24,CC
177,5001933,1,1,0,0,0,0,27,0,C,0,29.0,2,BB
178,5001936,26,0,0,0,0,0,15,0,C,0,41.0,26,BB
179,5001940,20,0,0,0,0,0,11,0,C,0,31.0,20,BB
180,5001941,36,0,0,0,0,0,24,0,C,0,60.0,36,BB
181,5001942,10,0,0,0,0,0,45,0,C,0,55.0,10,BB
182,5001943,10,0,0,0,0,0,39,8,C,0,49.0,10,BB
183,5001944,24,0,0,0,0,0,0,0,0,0,24.0,24,CC
184,5001945,11,0,0,0,0,0,0,0,0,0,11.0,11,CC
185,5001946,24,0,0,0,0,0,0,0,0,0,24.0,24,CC
186,5001947,8,0,0,0,0,0,30,0,C,0,38.0,8,BB
187,5001948,59,0,0,0,0,0,0,0,0,0,59.0,59,CC
190,5001951,13,0,0,0,0,0,2,7,C,0,15.0,13,CC
191,5001952,8,0,0,0,0,0,9,0,C,0,17.0,8,BB
192,5001953,8,0,0,0,0,0,9,0,C,0,17.0,8,BB
193,5001954,1,0,0,0,0,0,35,0,C,0,36.0,1,BB
194,5001956,10,0,0,0,0,0,4,1,C,0,14.0,10,BB
195,5001957,17,0,0,0,0,0,0,0,0,0,17.0,17,CC
196,5001958,1,0,0,0,0,0,54,0,C,0,55.0,1,BB
197,5001959,16,1,0,0,0,0,0,21,0,0,17.0,17,CC
198,5001960,15,0,0,0,0,0,0,16,X,0,15.0,15,CC
199,5001961,10,0,0,0,0,0,0,2,0,0,10.0,10,CC
200,5001962,1,0,0,0,0,0,0,11,X,0,1.0,1,CC
201,5001963,1,0,0,0,0,0,0,11,X,0,1.0,1,CC
202,5001964,15,0,0,0,0,0,0,1,X,0,15.0,15,CC
203,5001965,15,0,0,0,0,0,23,0,C,0,38.0,15,BB
204,5001966,12,0,0,0,0,0,36,0,C,0,48.0,12,BB
205,5001967,11,0,0,0,0,0,21,2,C,0,32.0,11,BB
206,5001968,12,0,0,0,0,0,10,0,C,0,22.0,12,BB
207,5001970,34,0,0,0,0,0,0,0,0,0,34.0,34,CC
209,5001982,1,0,0,0,0,0,0,57,X,0,1.0,1,CC
210,5001983,51,0,0,0,0,0,0,0,0,0,51.0,51,CC
211,5001986,3,0,0,0,0,0,50,0,C,0,53.0,3,BB
212,5001987,3,0,0,0,0,0,49,0,C,0,52.0,3,BB
213,5001988,32,1,0,0,0,0,5,15,C,0,38.0,33,CC
214,5001989,34,0,0,0,0,0,0,18,0,0,34.0,34,CC
215,5001990,2,0,0,0,0,0,49,1,C,0,51.0,2,BB
216,5001991,6,0,0,0,0,0,34,0,C,0,40.0,6,BB
222,5001998,8,0,0,0,0,0,0,13,0,0,8.0,8,CC
223,5001999,7,0,0,0,0,0,17,1,C,0,24.0,7,BB
224,5002000,11,0,0,0,0,0,11,8,C,0,22.0,11,BB
225,5002001,3,0,0,0,0,0,54,0,C,0,57.0,3,BB
226,5002002,15,0,0,0,0,0,0,7,0,0,15.0,15,CC
227,5002003,6,0,0,0,0,0,43,1,C,0,49.0,6,BB
228,5002004,2,0,0,0,0,0,34,1,C,0,36.0,2,BB
229,5002005,2,0,0,0,0,0,31,0,C,0,33.0,2,BB
230,5002006,5,0,0,0,0,0,10,11,C,0,15.0,5,BB
231,5002007,1,0,0,0,0,0,21,1,C,0,22.0,1,BB
232,5002008,17,0,0,0,0,0,17,1,C,0,34.0,17,BB
233,5002009,10,0,0,0,0,0,35,6,C,0,45.0,10,BB
234,5002010,12,0,0,0,0,0,2,0,C,0,14.0,12,CC
235,5002011,25,0,0,0,0,0,0,0,0,0,25.0,25,CC
236,5002012,11,0,0,0,0,0,14,0,C,0,25.0,11,BB
237,5002013,5,0,0,0,0,0,27,0,C,0,32.0,5,BB
238,5002015,30,0,0,0,0,0,0,5,0,0,30.0,30,CC
239,5002016,6,0,0,0,0,0,7,0,C,0,13.0,6,BB
241,5002019,9,0,0,0,0,0,45,0,C,0,54.0,9,BB
243,5002021,4,0,0,0,0,0,7,4,C,0,11.0,4,BB
244,5002022,3,0,0,0,0,0,18,2,C,0,21.0,3,BB
245,5002023,11,0,0,0,0,0,0,11,X,0,11.0,11,CC
246,5002024,2,0,0,0,0,0,0,10,X,0,2.0,2,CC
247,5002025,5,0,0,0,0,0,7,0,C,0,12.0,5,BB
248,5002026,26,0,0,0,0,0,0,28,0,0,26.0,26,CC
249,5002028,4,0,0,0,0,0,45,1,C,0,49.0,4,BB
250,5002029,9,0,0,0,0,0,0,1,X,0,9.0,9,CC
251,5002030,9,0,0,0,0,0,0,1,0,0,9.0,9,CC
252,5002031,8,0,0,0,0,0,33,0,C,0,41.0,8,BB
257,5002037,1,0,0,0,0,0,0,13,X,0,1.0,1,CC
258,5002038,14,0,0,0,0,0,0,0,0,0,14.0,14,CC
259,5002039,7,0,0,0,0,0,0,2,X,0,7.0,7,CC
260,5002041,3,0,0,0,0,0,19,0,C,-1,22.0,3,BB
261,5002042,33,3,0,0,0,0,14,0,C,0,50.0,36,BB
262,5002043,21,0,0,0,0,0,0,2,X,0,21.0,21,CC
263,5002044,20,2,0,0,0,0,0,1,X,0,22.0,22,CC
265,5002047,6,0,0,0,0,0,43,0,C,0,49.0,6,BB
266,5002048,6,0,0,0,0,0,18,0,C,0,24.0,6,BB
267,5002049,10,0,0,0,0,0,16,0,C,0,26.0,10,BB
268,5002050,30,0,0,0,0,0,0,0,0,0,30.0,30,CC
273,5002057,6,0,0,0,0,0,21,0,C,0,27.0,6,BB
274,5002058,10,0,0,0,0,0,50,0,C,0,60.0,10,BB
275,5002059,9,0,0,0,0,0,0,36,X,0,9.0,9,CC
276,5002060,10,0,0,0,0,0,45,0,C,0,55.0,10,BB
277,5002061,20,1,0,0,0,0,0,0,0,0,21.0,21,CC
278,5002062,10,0,0,0,0,0,0,1,0,0,10.0,10,CC
279,5002068,5,0,0,0,0,0,34,1,C,0,39.0,5,BB
280,5002069,1,0,0,0,0,0,27,0,C,0,28.0,1,BB
281,5002070,11,0,0,0,0,0,0,1,X,0,11.0,11,CC
282,5002071,9,0,0,0,0,0,0,0,0,0,9.0,9,CC
283,5002072,5,0,0,0,0,0,12,0,C,0,17.0,5,BB
284,5002073,6,0,0,0,0,0,28,0,C,0,34.0,6,BB
286,5002077,2,0,0,0,0,0,0,6,X,0,2.0,2,CC
287,5002078,18,0,0,0,0,0,0,7,X,0,18.0,18,CC
288,5002079,12,0,0,0,0,0,0,4,X,0,12.0,12,CC
289,5002080,9,0,0,0,0,0,0,1,X,0,9.0,9,CC
290,5002081,10,0,0,0,0,0,0,1,0,0,10.0,10,CC
291,5002082,10,0,0,0,0,0,0,1,X,0,10.0,10,CC
292,5002083,4,0,0,0,0,0,16,0,C,0,20.0,4,BB
293,5002084,14,0,0,0,0,0,0,0,0,0,14.0,14,CC
294,5002085,24,1,0,0,0,0,9,1,C,0,34.0,25,BB
295,5002087,5,0,0,0,0,0,15,0,C,0,20.0,5,BB
296,5002088,1,0,0,0,0,0,35,0,C,0,36.0,1,BB
297,5002091,8,1,0,0,0,0,40,0,C,0,49.0,9,BB
298,5002094,5,0,0,0,0,0,0,28,X,0,5.0,5,CC
299,5002096,0,0,0,0,0,0,40,2,C,0,40.0,0,AA
300,5002097,9,0,0,0,0,0,43,0,C,0,52.0,9,BB
301,5002098,29,0,0,0,0,0,0,14,0,0,29.0,29,CC
302,5002101,2,0,0,0,0,0,41,1,C,0,43.0,2,BB
303,5002104,9,0,0,0,0,0,31,1,C,0,40.0,9,BB
304,5002105,14,1,0,0,0,0,16,5,C,0,31.0,15,BB
305,5002106,2,0,0,0,0,0,8,2,C,0,10.0,2,BB
306,5002107,19,0,0,0,0,0,12,0,C,0,31.0,19,BB
307,5002108,10,1,0,0,0,0,42,3,C,0,53.0,11,BB
308,5002109,6,0,0,0,0,0,7,0,C,0,13.0,6,BB
309,5002110,5,0,0,0,0,0,0,1,0,0,5.0,5,CC
310,5002111,5,0,0,0,0,0,0,3,X,0,5.0,5,CC
311,5002112,0,0,0,0,0,0,13,6,C,0,13.0,0,AA
314,5002115,1,0,0,0,0,0,22,0,C,0,23.0,1,BB
315,5002116,6,0,0,0,0,0,32,3,C,0,38.0,6,BB
316,5002118,7,0,0,0,0,0,0,1,0,0,7.0,7,CC
317,5002120,4,0,0,0,0,0,22,1,C,0,26.0,4,BB
318,5002121,18,0,0,0,0,0,0,0,0,0,18.0,18,CC
319,5002123,12,1,0,0,0,0,2,6,C,0,15.0,13,CC
320,5002124,4,0,0,0,0,0,0,0,0,0,4.0,4,CC
321,5002126,2,1,3,2,0,0,46,2,C,0,54.0,8,BB
322,5002128,8,1,0,0,0,0,25,0,C,0,34.0,9,BB
323,5002130,16,0,0,0,0,0,0,19,0,0,16.0,16,CC
324,5002131,49,0,0,0,0,0,0,0,0,0,49.0,49,CC
325,5002134,24,0,0,0,0,0,20,0,C,0,44.0,24,BB
327,5002138,13,0,0,0,0,0,0,31,X,0,13.0,13,CC
328,5002140,14,0,0,0,0,0,38,5,C,0,52.0,14,BB
329,5002141,8,0,0,0,0,0,13,2,C,0,21.0,8,BB
330,5002142,36,0,0,0,0,0,0,0,0,0,36.0,36,CC
331,5002144,5,0,0,0,0,0,8,4,C,0,13.0,5,BB
332,5002145,23,0,0,0,0,0,0,0,0,0,23.0,23,CC
333,5002146,10,0,0,0,0,0,13,0,C,0,23.0,10,BB
335,5002148,7,0,0,0,0,0,0,2,0,0,7.0,7,CC
336,5002149,12,0,0,0,0,0,4,10,C,0,16.0,12,BB
337,5002150,10,0,0,0,0,0,26,0,C,0,36.0,10,BB
341,5002154,10,1,0,0,0,0,0,4,X,0,11.0,11,CC
342,5002155,7,0,0,0,0,0,31,13,C,0,38.0,7,BB
343,5002156,7,0,0,0,0,0,50,0,C,0,57.0,7,BB
344,5002157,7,0,0,0,0,0,0,2,X,0,7.0,7,CC
345,5002158,5,0,0,0,0,0,50,0,C,0,55.0,5,BB
346,5002160,58,0,0,0,0,0,0,3,0,0,58.0,58,CC
347,5002161,3,0,0,0,0,0,10,0,C,0,13.0,3,BB
348,5002162,8,0,0,0,0,0,10,0,C,0,18.0,8,BB
349,5002163,5,0,0,0,0,0,16,0,C,0,21.0,5,BB
350,5002164,4,0,0,0,0,0,56,0,C,0,60.0,4,BB
351,5002165,61,0,0,0,0,0,0,0,0,0,61.0,61,CC
352,5002168,5,0,0,0,0,0,0,17,X,0,5.0,5,CC
353,5002169,3,0,0,0,0,0,0,0,0,0,3.0,3,CC
354,5002170,13,0,0,0,0,0,0,8,X,-1,13.0,13,CC
355,5002171,10,0,0,0,0,0,51,0,C,0,61.0,10,BB
356,5002175,0,0,0,0,0,0,36,13,C,0,36.0,0,AA
361,5002181,22,0,0,0,0,0,0,23,0,0,22.0,22,CC
362,5002182,26,0,0,0,0,0,0,11,0,0,26.0,26,CC
363,5002183,22,0,0,0,0,0,0,18,X,0,22.0,22,CC
364,5002186,14,0,0,0,0,0,0,5,0,0,14.0,14,CC
365,5002189,3,0,0,0,0,0,4,0,C,0,7.0,3,BB
366,5002190,5,0,0,0,0,0,0,2,X,0,5.0,5,CC
367,5002191,8,0,0,0,0,0,12,5,C,0,20.0,8,BB
368,5002192,18,0,0,0,0,0,0,19,0,0,18.0,18,CC
369,5002194,23,0,0,0,0,0,0,3,0,0,23.0,23,CC
370,5002196,5,0,0,0,0,0,0,10,X,0,5.0,5,CC
371,5002197,3,0,0,0,0,0,0,1,X,0,3.0,3,CC
375,5002201,14,0,0,0,0,0,41,0,C,0,55.0,14,BB
376,5002202,18,0,0,0,0,0,41,1,C,0,59.0,18,BB
377,5002203,45,0,0,0,0,0,0,0,0,-1,45.0,45,CC
378,5002204,6,0,0,0,0,0,0,1,0,0,6.0,6,CC
379,5002205,1,0,0,0,0,0,0,6,X,0,1.0,1,CC
380,5002206,20,0,0,0,0,0,11,0,C,0,31.0,20,BB
381,5002207,4,0,0,0,0,0,0,11,X,0,4.0,4,CC
382,5002208,8,0,0,0,0,0,32,0,C,0,40.0,8,BB
383,5002209,9,0,0,0,0,0,0,1,0,0,9.0,9,CC
384,5002216,11,0,0,0,0,0,0,1,0,0,11.0,11,CC
385,5002217,27,0,0,0,0,0,0,1,0,0,27.0,27,CC
386,5002218,16,0,0,0,0,0,8,0,C,0,24.0,16,BB
387,5002219,23,1,0,0,0,0,12,0,C,0,36.0,24,BB
388,5002220,18,1,0,0,0,0,13,0,C,0,32.0,19,BB
389,5002221,10,0,0,0,0,0,26,1,C,0,36.0,10,BB
390,5002222,3,0,0,0,0,0,10,0,C,0,13.0,3,BB
393,5002225,3,6,0,0,0,0,0,2,1,0,9.0,9,CC
395,5002227,6,0,0,0,0,0,4,0,C,0,10.0,6,BB
397,5002229,0,0,0,0,0,0,11,10,C,0,11.0,0,AA
398,5002230,17,1,0,0,0,0,0,5,X,0,18.0,18,CC
399,5002231,11,0,0,0,0,0,25,0,C,0,36.0,11,BB
400,5002232,12,1,0,0,0,0,0,0,0,0,13.0,13,CC
401,5002233,15,0,0,0,0,0,0,15,X,0,15.0,15,CC
402,5002234,3,0,0,0,0,0,21,0,C,0,24.0,3,BB
404,5002236,12,0,0,0,0,0,0,8,X,0,12.0,12,CC
405,5002237,7,0,0,0,0,0,0,4,X,0,7.0,7,CC
406,5002238,5,0,0,0,0,0,0,44,X,0,5.0,5,CC
407,5002239,5,0,0,0,0,0,50,1,C,0,55.0,5,BB
408,5002241,4,0,0,0,0,0,0,0,0,0,4.0,4,CC
409,5002242,1,0,0,0,0,0,5,0,C,0,6.0,1,BB
410,5002243,24,0,0,0,0,0,7,0,C,0,31.0,24,BB
411,5002244,6,0,0,0,0,0,15,0,C,0,21.0,6,BB
412,5002245,8,1,0,0,0,0,0,1,0,0,9.0,9,CC
413,5002246,8,0,0,0,0,0,37,0,C,0,45.0,8,BB
414,5002247,10,0,0,0,0,0,22,0,C,0,32.0,10,BB
415,5002248,19,0,0,0,0,0,0,0,0,0,19.0,19,CC
416,5002249,8,0,0,0,0,0,0,0,0,0,8.0,8,CC
417,5002250,17,0,0,0,0,0,0,0,0,0,17.0,17,CC
419,5002253,10,2,0,0,0,0,0,0,0,0,12.0,12,CC
420,5002254,21,3,0,0,0,0,0,0,0,0,24.0,24,CC
421,5002255,32,4,1,0,0,0,0,1,0,0,37.0,37,CC
422,5002256,12,0,0,0,0,0,10,0,C,0,22.0,12,BB
423,5002257,24,0,0,0,0,0,26,0,C,0,50.0,24,BB
424,5002258,10,0,0,0,0,0,50,0,C,0,60.0,10,BB
425,5002259,9,0,0,0,0,0,50,1,C,0,59.0,9,BB
426,5002260,5,0,0,0,0,0,13,0,C,0,18.0,5,BB
427,5002262,8,0,0,0,0,0,5,0,C,0,13.0,8,BB
428,5002263,4,0,0,0,0,0,0,0,0,0,4.0,4,CC
429,5002264,6,0,0,0,0,0,26,0,C,0,32.0,6,BB
430,5002265,10,0,0,0,0,0,0,2,X,0,10.0,10,CC
431,5002266,6,0,0,0,0,0,7,0,C,0,13.0,6,BB
432,5002267,6,0,0,0,0,0,22,0,C,0,28.0,6,BB
433,5002268,2,0,0,0,0,0,0,0,0,0,2.0,2,CC
434,5002270,1,0,0,0,0,0,0,8,X,0,1.0,1,CC
435,5002271,1,0,0,0,0,0,8,0,C,0,9.0,1,BB
437,5002274,12,1,0,0,0,0,2,0,C,-1,15.0,13,CC
438,5002275,7,0,0,0,0,0,0,0,0,-1,7.0,7,CC
439,5002276,11,0,0,0,0,0,0,1,X,-1,11.0,11,CC
440,5002277,15,0,0,0,0,0,0,0,0,-1,15.0,15,CC
441,5002278,34,0,0,0,0,0,0,1,0,-1,34.0,34,CC
442,5002279,10,2,0,0,0,0,23,0,C,-1,35.0,12,BB
443,5002280,11,0,0,0,0,0,37,0,C,-1,48.0,11,BB
444,5002283,17,1,1,0,0,0,41,1,C,0,60.0,19,BB
445,5002285,1,0,0,0,0,0,0,1,0,0,1.0,1,CC
446,5002286,6,0,0,0,0,0,16,0,C,0,22.0,6,BB
447,5002287,7,0,0,0,0,0,54,0,C,0,61.0,7,BB
448,5002289,6,0,0,0,0,0,6,0,C,0,12.0,6,BB
449,5002291,17,0,0,0,0,0,0,5,0,0,17.0,17,CC
450,5002292,24,0,0,0,0,0,0,22,0,0,24.0,24,CC
451,5002293,7,0,0,0,0,0,0,1,X,0,7.0,7,CC
452,5002294,3,1,0,0,0,0,0,1,1,0,4.0,4,CC
453,5002296,5,0,0,0,0,0,0,34,X,0,5.0,5,CC
454,5002297,9,1,0,0,0,0,37,1,C,0,47.0,10,BB
455,5002298,9,0,0,0,0,0,24,0,C,0,33.0,9,BB
456,5002299,16,0,0,0,0,0,24,0,C,0,40.0,16,BB
457,5002300,5,0,0,0,0,0,19,0,C,0,24.0,5,BB
458,5002301,19,0,0,0,0,0,0,0,0,0,19.0,19,CC
459,5002302,26,0,0,0,0,0,0,3,0,0,26.0,26,CC
460,5002303,17,1,2,0,0,0,0,2,0,0,20.0,20,CC
464,5002309,7,0,0,0,0,0,48,1,C,0,55.0,7,BB
465,5002310,32,0,0,0,0,0,0,0,0,0,32.0,32,CC
